59230.857142857145,64502.62359095982,8.187798451534178
59230.857142857145,64098.41808035714,7.510137685411284
59230.857142857145,63307.00563616071,7.09489515987522
59230.857142857145,63279.34821428572,6.939809185147536
59230.857142857145,63423.58154296875,7.1504077134081525
59230.857142857145,63247.91826171875,6.588577138844511
59230.857142857145,62673.96785714286,5.710429284274041
59230.857142857145,63000.93620256696,6.10388917395215
59230.857142857145,63257.89711216518,6.285403171065821
59230.857142857145,63176.89478236607,6.674716781723634
59230.857142857145,63403.74373604911,6.814477007500454
59230.857142857145,63406.68302176339,7.161837179111546
